rank,canonical_id,card_index,option_index,name,subname,cycle,slot,p5_popularity,included_in_generated,generated_count
49,06155,2,,Tetsuo Mori,Too Noble for His Own Good,6,Ally,0.15722719155254977,False,1
50,09066,1,,Hit and Run,,10,,0.15664207246700354,False,0
51,04103,1,,Scene of the Crime,,4,,0.15269679473755682,False,0
52,04103,2,,Scene of the Crime,,4,,0.15269679473755682,False,0
53,06023,1,,Astounding Revelation,,6,,0.15054777217143567,False,0
54,06023,2,,Astounding Revelation,,6,,0.15054777217143567,False,0
55,06023,3,,Astounding Revelation,,6,,0.15054777217143567,False,0
56,06110,1,,First Watch,,6,,0.14952224349166388,False,0
57,06110,2,,First Watch,,6,,0.14892540542076685,False,0
58,01032,1,,Research Librarian,,1,Ally,0.14592178173442066,False,0
59,60216,1,,Extensive Research,,7,,0.14555960427361103,False,0
60,60216,2,,Extensive Research,,7,,0.1442980722338833,False,0
61,02270,2,,A Chance Encounter,,2,,0.143576991135242,False,1
62,06159,1,,Dream-Enhancing Serum,,6,Arcane,0.14319473872231797,False,0
63,05316,1,,Occult Lexicon,,5,Hand,0.142322590604003,False,0
64,06159,2,,Dream-Enhancing Serum,,6,Arcane,0.14160520059472492,False,0
65,03151,1,,Dario El-Amin,Unscrupulous Investor,3,Ally,0.14107828186540153,False,0
66,01018,2,,Beat Cop,,1,Ally,0.14086637886924355,False,1
67,01031,1,,Old Book of Lore,,1,Hand,0.14081327268837102,False,0
68,01031,2,,Old Book of Lore,,1,Hand,0.14081327268837102,False,0
69,01032,2,,Research Librarian,,1,Ally,0.14081327268837102,False,0
70,06020,1,,Solemn Vow,,6,,0.14035087719298245,False,0
71,06020,2,,Solemn Vow,,6,,0.14035087719298245,False,0
72,06020,3,,Solemn Vow,,6,,0.14035087719298245,False,0
73,01037,2,,Working a Hunch,,1,,0.13955624013322393,False,0
74,10023,1,,Wolf Mask,The Moon's Sire,11,Mask,0.13058994911565677,False,0
75,02302,1,,Dr. William T. Maleson,Working on Something Big,2,Ally,0.128249786344431,False,0
76,60508,1,,Granny Orne,Tough Old Bird,7,Ally,0.1254398694949276,False,0
77,01025,2,,Vicious Blow,,1,,0.12358543787399111,False,1
78,01090,1,,Perception,,1,,0.12267438112407111,False,0
79,01087,1,,Flashlight,,1,Hand,0.12199784971300669,True,1
80,08127,1,,Sled Dog,,9,Ally,0.1218989539762392,False,0
81,08127,2,,Sled Dog,,9,Ally,0.1218989539762392,False,0
82,11066,1,,Breath of the Sleeper,,12,Arcane,0.1218730761681545,False,0
83,02192,1,,Rise to the Occasion,,2,,0.12101858941357246,False,0
84,02188,1,,Lone Wolf,,2,,0.12058930621108903,False,0
85,01091,1,,Overpower,,1,,0.11950444075269774,False,0
86,05153,1,,"Mr. ""Rook""",Dealer in Secrets,5,Ally,0.1168960628099952,False,0
87,01039,1,,Deduction,,1,,0.11504228728983001,False,0
88,01090,2,,Perception,,1,,0.11270694742547568,False,0
89,07028,1,,Faustian Bargain,,8,,0.11199964236140929,False,0
90,01091,2,,Overpower,,1,,0.11063799136660535,False,0
91,08083,2,,Medical Student,,9,Ally,0.10937930885381172,False,1
92,09066,2,,Hit and Run,,10,,0.10706678038125705,False,0
93,08127,3,,Sled Dog,,9,Ally,0.10667934310768604,False,0
94,11021,1,,Crowbar,,12,Hand,0.10632250561850869,True,1
